"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000094156.2_Sult2a7",164.904510181019,-2.7115470389175,0.499761119219967,-5.42568626216805,5.77322894666861e-08,0.000916038236967908
"ENSMUSG00000056476.13_Med12l",21.6627582063066,1.06424130054261,0.210743474282258,5.04993715305853,4.41955441509863e-07,0.00350625349521849
"ENSMUSG00000029752.12_Asns",11.1194751294653,1.80656183874774,0.409763847525473,4.40878776802152,1.03950829944661e-05,0.0274897969788656
"ENSMUSG00000035024.16_Ncapd3",86.9573104545488,0.278832971127178,0.0614559517764242,4.53711907581495,5.70279101881691e-06,0.0274897969788656
"ENSMUSG00000051747.14_Ttn",4.4975733450213,1.67017854428174,0.377109565660923,4.42889466713628,9.47172649412248e-06,0.0274897969788656
"ENSMUSG00000104445.1_Rhbg",10.8759877003961,1.12155751252126,0.252409192284435,4.44340993436325,8.85442313398218e-06,0.0274897969788656
"ENSMUSG00000029699.13_Ssc4d",14.1518217507536,-0.657827893265038,0.151500832412435,-4.3420744479754,1.41143686377998e-05,0.0319932410251384
"ENSMUSG00000035202.8_Lars2",43845.1446416622,1.17366018324994,0.272671770564492,4.30429663041464,1.67517092158519e-05,0.0332249212659902
"ENSMUSG00000029563.16_Foxp2",54.19576641041,0.556714581648035,0.130506725955205,4.26579226145878,1.99194063900437e-05,0.035117913465647
"ENSMUSG00000032253.13_Phip",137.8391314495,0.360997700464506,0.0855243961778819,4.22099092887681,2.43230725631708e-05,0.0385934192359831
"ENSMUSG00000030730.12_Atp2a1",1.77235098029489,2.7863831940883,0.665190708047088,4.1888486420214,2.80373314859974e-05,0.0404425762443928
"ENSMUSG00000048087.6_Gm4737",13.5862939588394,2.05153710372474,0.505064042090572,4.06193459196377,4.86677145974122e-05,0.0580955070964018
"ENSMUSG00000072964.14_Bhlhb9",9.66399347830771,0.791441990688795,0.195427038561713,4.04980803328741,5.12596646719371e-05,0.0580955070964018
"ENSMUSG00000073664.11_Nbeal1",227.372121319032,0.326761415230376,0.0806849047388387,4.04984570890973,5.12514128967883e-05,0.0580955070964018
"ENSMUSG00000009092.5_Derl3",14.7667771571411,-1.85977472446148,0.474052569757463,-3.92314026567345,8.74022309720621e-05,0.0866756999271068
"ENSMUSG00000021789.14_Sftpa1",15.2706026742475,1.07514008838976,0.273653618198943,3.92883564071185,8.53581523199819e-05,0.0866756999271068
"ENSMUSG00000020736.12_Nt5c",88.8445526489064,-0.305152097594809,0.0795114308417459,-3.83783934415873,0.000124121641595253,0.0997760149784592
"ENSMUSG00000028649.17_Macf1",826.842350956278,0.228385209515632,0.0601705702581333,3.79562979934964,0.000147269118706895,0.0997760149784592
"ENSMUSG00000031734.13_Irx3",2.78429989456083,1.24114421112777,0.322784430730306,3.84511795788805,0.000120494461175164,0.0997760149784592
"ENSMUSG00000033186.8_Mzt1",98.1008083617721,0.300940204171063,0.079413111262889,3.78955312775533,0.000150918532771351,0.0997760149784592
"ENSMUSG00000037169.15_Mycn",11.122599628021,-1.21541570229274,0.318265993534916,-3.81886763582048,0.000134065671173478,0.0997760149784592
"ENSMUSG00000050423.10_Ppp1r3g",21.9404886020668,1.60205809096157,0.419069234666883,3.82289597621032,0.000131893431569786,0.0997760149784592
"ENSMUSG00000051627.2_Hist1h1e",15.5253574002172,0.993951794326734,0.259460791237556,3.83083621068856,0.00012770849926458,0.0997760149784592
"ENSMUSG00000061540.3_Orm2",267.051322575904,1.41929644670546,0.373546319380294,3.7995192913694,0.000144977027170031,0.0997760149784592
"ENSMUSG00000021061.15_Sptb",7.62069215580961,0.932481289646128,0.248067252089518,3.75898584674785,0.000170603487197555,0.108278621254544
"ENSMUSG00000055436.18_Srsf11",692.071414530797,0.186708194286056,0.049913092034875,3.74066575870716,0.000183533458314777,0.112004822426176
"ENSMUSG00000062209.15_Erbb4",17.8072672695873,0.845568572862275,0.228349871734039,3.70295181880862,0.000213105366539645,0.125234920403132
"ENSMUSG00000038060.15_Dlec1",14.882665237503,1.2023642468851,0.329645041865501,3.64745133153157,0.000264854458379891,0.150087346111205
"ENSMUSG00000018846.8_Pank3",637.112725501561,0.312808063026291,0.0863439563001464,3.6228136447549,0.000291415777070719,0.154129804492703
"ENSMUSG00000027750.16_Postn",94.3120643400438,0.466170702487935,0.128542081834885,3.62659991057824,0.000287177733132647,0.154129804492703
"ENSMUSG00000037905.13_Bri3bp",213.376476836998,0.238724149670134,0.0669263500395045,3.5669680107943,0.000361135545830336,0.179066803302811
"ENSMUSG00000052302.6_Tbc1d30",44.9298648350519,0.718518674412385,0.201242510326538,3.57041200314243,0.000356420178084013,0.179066803302811
"ENSMUSG00000021747.11_4930452B06Rik",3.89898225017842,1.41722532926016,0.39991698464492,3.54379879743914,0.000394406111359488,0.179361395418937
"ENSMUSG00000042622.13_Maff",21.1984292386987,0.701388410486322,0.197167615218261,3.55732055545682,0.000374656863057422,0.179361395418937
"ENSMUSG00000079427.10_Mthfsl",70.7480297761724,-0.246830023493891,0.0696674683406715,-3.54297392129854,0.000395641825150489,0.179361395418937
"ENSMUSG00000037148.8_Arhgap10",18.0277465137145,0.536005507810719,0.151973562404365,3.52696547564331,0.000420351570815684,0.185269954837013
"ENSMUSG00000045991.18_Onecut2",939.014635534015,0.28562780126107,0.0814331816745649,3.50751125508687,0.000452319219490632,0.193971596098861
"ENSMUSG00000054863.8_Fam19a5",2.89754106725956,1.41807817560304,0.407439813079638,3.48046050012757,0.000500552626399323,0.209007066396791
"ENSMUSG00000026479.13_Lamc2",10.1811121450457,1.08023882712565,0.312253241595936,3.45949595784665,0.000541187400127649,0.218702988445914
"ENSMUSG00000027692.16_Tnik",19.19889367591,0.509487881047955,0.14748582319279,3.45448715014434,0.000551340488929008,0.218702988445914
"ENSMUSG00000020604.13_Arsg",83.7988192349009,-0.445634114381372,0.12981446660182,-3.43285402657213,0.000597263564878343,0.221779411877202
"ENSMUSG00000031808.7_Slc27a1",34.5221774418761,0.608844306331528,0.177769489679979,3.42490889425161,0.000615005616852391,0.221779411877202
"ENSMUSG00000060981.6_Hist1h4h",3.19171281822984,1.20989592487478,0.352096813694675,3.43625922705441,0.000589806339978461,0.221779411877202
"ENSMUSG00000064358.1_mt-Co3",4.86028430340067,-3.64336324412165,1.06222689175102,-3.42992939871421,0.000603738317929297,0.221779411877202
"ENSMUSG00000028445.7_Enho",13.7313749568264,-0.878423462973138,0.258117105734342,-3.40319739938982,0.000666021427489313,0.225800791229816
"ENSMUSG00000032077.5_Bud13",59.3389257755241,0.583740448354096,0.171876339844538,3.3962815875768,0.000683080480180952,0.225800791229816
"ENSMUSG00000034785.14_Dio1",243.391319157673,-0.641851161782426,0.1887562605057,-3.40042317040417,0.000672816403893303,0.225800791229816
"ENSMUSG00000087687.3_Pet100",128.967864318423,-0.332311132505751,0.097525846452608,-3.40741602962897,0.000655810838058493,0.225800791229816
"ENSMUSG00000057003.12_Myh4",2.09296192365339,4.61942400486593,1.37439577069173,3.36105807611804,0.000776444976444311,0.251425560025344
"ENSMUSG00000042380.8_Smim12",82.4741626531832,-0.257757954330033,0.07741896082055,-3.32939052136714,0.000870362737703658,0.276200911182879
"ENSMUSG00000025197.9_Cyp2c44",2373.89738066683,0.36255885581703,0.109637226410748,3.30689554712674,0.000943360609466793,0.293496133145286
"ENSMUSG00000032285.15_Dnaja4",41.3586482235966,0.460427572345897,0.139832497321051,3.2927079267473,0.000992274963373393,0.302777439304724
"ENSMUSG00000018648.15_Dusp14",3.88603717912392,1.12005845704702,0.34113715473719,3.28330831600536,0.00102596390421651,0.305609480491026
"ENSMUSG00000021196.14_Pfkp",61.5423378662876,0.500831200361874,0.152717810470604,3.27945508659762,0.00104007764205681,0.305609480491026
"ENSMUSG00000030124.2_Lag3",5.60113046422236,0.875821950276796,0.268265449393008,3.26475866444404,0.00109557379203946,0.311646427376151
"ENSMUSG00000030286.6_Emc3",335.772861702296,-0.139621227480929,0.0428192295075187,-3.26071321429108,0.0011113237930455,0.311646427376151
"ENSMUSG00000036872.16_Abcc12",5.63525007812568,-1.60414023335454,0.492275615989212,-3.25862216459994,0.0011195466288801,0.311646427376151
"ENSMUSG00000036391.16_Sec24a",1157.07602415318,0.222042186686538,0.0682731751330131,3.25226102717421,0.00114490825675369,0.313211367412256
"ENSMUSG00000048621.3_Gm6377",12.9242491287292,0.569864609495973,0.176136932942823,3.23534990631953,0.00121493742758986,0.326735799382513
"ENSMUSG00000026029.14_Casp8",193.73306550602,0.208231374997946,0.0644865355818614,3.22906748081713,0.0012419458585622,0.327755677532753
"ENSMUSG00000061723.18_Tnnt3",1.03886964867881,2.46791438662732,0.765261806645161,3.22492820783313,0.00126004262491321,0.327755677532753
"ENSMUSG00000061815.11_Rufy4",6.01099292521881,0.832450279004836,0.259344541397301,3.20982379085269,0.00132816364800408,0.334507501633027
"ENSMUSG00000096201.1_Gm10715",5.10530680352831,1.18417499347668,0.368656605726553,3.21213556215245,0.0013175218996944,0.334507501633027
"ENSMUSG00000055301.8_Adh7",27.2996894572534,0.359722709100881,0.11250197831332,3.19747896431695,0.00138634522408228,0.343705307351773
"ENSMUSG00000032078.17_Zpr1",418.86279831843,0.436942734119194,0.137387187703779,3.18037468720364,0.00147084738438092,0.348327394745852
"ENSMUSG00000040564.14_Apoc1",19482.8007119119,-0.305145764464293,0.0959409461617527,-3.18055821494431,0.00146991602394896,0.348327394745852
"ENSMUSG00000091405.2_Hist2h4",4.41904183937885,1.0856363050341,0.340789606282924,3.18564969417758,0.00144429362824125,0.348327394745852
"ENSMUSG00000055254.14_Ntrk2",46.6905420532278,0.87976040883851,0.278084053665075,3.16364925368247,0.00155804439947032,0.360335568163356
"ENSMUSG00000068606.5_Gm4841",7.31445388928754,1.26689252857017,0.400663585875817,3.16198569880227,0.00156697259742053,0.360335568163356
"ENSMUSG00000033701.13_Acbd6",147.265666429903,-0.196730956211017,0.0624696334390502,-3.14922539769602,0.00163703878875885,0.365843583961079
"ENSMUSG00000065947.3_mt-Nd4l",382.503695268731,2.8041949607811,0.88933613100095,3.15313284036371,0.00161528282756163,0.365843583961079
"ENSMUSG00000039660.16_Spout1",66.7654736910873,-0.294301451872229,0.0936406092795429,-3.14288271014618,0.00167292859721345,0.368671639610914
"ENSMUSG00000029188.14_Slc34a2",5.41205940278148,1.15936113874126,0.37211612104368,3.11558965918913,0.0018357753133191,0.39901708077307
"ENSMUSG00000045392.8_Olfr1033",31.2811670249493,0.516550177955021,0.166251488916585,3.10704091326481,0.00188970243569687,0.405187953340571
"ENSMUSG00000024131.7_Slc3a1",658.94014426827,-0.400998303898932,0.130090944857689,-3.08244593301707,0.00205307022604362,0.429353498993333
"ENSMUSG00000033676.13_Gabrb3",30.5175766014112,0.84304841664243,0.27354422118305,3.08194562837531,0.00205652397576689,0.429353498993333
"ENSMUSG00000027566.14_Psma7",410.564849504475,-0.191959381837228,0.0629728155502881,-3.04828964942715,0.00230147976373951,0.439970836280178
"ENSMUSG00000031379.13_Pir",129.042039703637,-0.282295258403861,0.09241163016825,-3.05475899396967,0.00225241442399343,0.439970836280178
"ENSMUSG00000037617.11_Spag1",12.3787307692791,0.606782755759243,0.197962288303347,3.06514316923554,0.00217565821906226,0.439970836280178
"ENSMUSG00000053565.10_Eif3k",299.509985587127,-0.200748576750452,0.0656077182009772,-3.05983171271855,0.00221461392311173,0.439970836280178
"ENSMUSG00000059149.17_Mfsd4a",1.99896389064518,1.53095247766808,0.500778327408925,3.0571460342331,0.00223455382278994,0.439970836280178
"ENSMUSG00000063646.16_Jakmip1",1.55702627032157,1.3135834716884,0.42819870541347,3.06769603710035,0.00215715917613898,0.439970836280178
"ENSMUSG00000071335.4_Mfsd4b3",56.0712913840963,-0.318047607349317,0.104281798660405,-3.04988609167591,0.00228928174006036,0.439970836280178
"ENSMUSG00000019494.14_Cops6",368.064291570039,-0.183884047024005,0.0610574340585381,-3.01165697280545,0.00259826025784376,0.448115168600075
"ENSMUSG00000025007.13_Aldh18a1",8.32227753957155,0.825457167380076,0.271802435464558,3.03697487467037,0.00238965373471472,0.448115168600075
"ENSMUSG00000026837.15_Col5a1",60.3245043378346,0.312390570379933,0.10341034821082,3.02088307200234,0.00252038669207969,0.448115168600075
"ENSMUSG00000030399.2_Ckm",0.618088569302802,2.74546303272226,0.909408757654986,3.01895380884801,0.00253649201183351,0.448115168600075
"ENSMUSG00000036810.16_Cnep1r1",108.175796977599,0.200721640380265,0.0666066769645861,3.01353632289727,0.00258222128032468,0.448115168600075
"ENSMUSG00000049107.13_Ntf3",8.0270758196117,1.10059733955606,0.3633843263363,3.02874191259832,0.0024557437660392,0.448115168600075
"ENSMUSG00000052565.6_Hist1h1d",3.21009253166233,1.12431383960933,0.371244668134449,3.02849828189896,0.00245772474742717,0.448115168600075
"ENSMUSG00000075502.1_Kbtbd6",1.13985748019462,1.8768666515056,0.618312137064483,3.03546791175128,0.00240162777316048,0.448115168600075
"ENSMUSG00000103766.5_Gm38392",18.2101793062695,0.48877250638585,0.162228293110696,3.01286845231328,0.00258791070369094,0.448115168600075
"ENSMUSG00000040865.15_Ino80d",190.056925315521,0.226749440645152,0.0754313519537746,3.00603707572559,0.00264676723598687,0.451572642294663
"ENSMUSG00000032480.17_Dhx30",142.163982538384,-0.173037689297395,0.057869996440268,-2.99011059169496,0.00278876458411844,0.470737528257524
"ENSMUSG00000002107.18_Celf2",101.709838385484,0.268448092859932,0.0901787861967327,2.9768430490325,0.00291233060043704,0.475900260788086
"ENSMUSG00000019564.12_Arid3a",9.23817705384706,-0.655047090597691,0.221792715666501,-2.95342021774355,0.00314273833020749,0.475900260788086
"ENSMUSG00000021178.9_Psmc1",701.30006455291,-0.196036226440868,0.0660577724565685,-2.96764815328517,0.00300087623708075,0.475900260788086
"ENSMUSG00000021579.4_Lrrc14b",11.0125971333862,-0.727693373950904,0.245338905618783,-2.96607410111147,0.00301627805508101,0.475900260788086
"ENSMUSG00000030494.13_Rhpn2",167.703572613429,-0.280946828605695,0.0952410070770285,-2.9498515106888,0.00317926688369176,0.475900260788086
"ENSMUSG00000033182.12_Kbtbd12",3.83275302612978,-1.00319810847625,0.338833938792565,-2.96073679056811,0.00306904099913834,0.475900260788086
"ENSMUSG00000036733.16_Rbm42",138.203324174941,-0.191358320445852,0.0647014950053717,-2.95755639695752,0.00310088018782554,0.475900260788086
"ENSMUSG00000039865.8_Slc44a3",86.1745145895931,0.339537422166358,0.11391779412901,2.98054772533462,0.00287733399005284,0.475900260788086
"ENSMUSG00000042826.13_Fgf11",4.20393351758394,0.876839196538188,0.297030221219283,2.95202014441103,0.00315702334310427,0.475900260788086
"ENSMUSG00000048967.16_Yjefn3",1.46053735605241,1.36824821982551,0.461568708759957,2.96434353945143,0.00303329448323769,0.475900260788086
"ENSMUSG00000056643.5_Chst13",22.0117240184546,-0.460480685551069,0.154543238231708,-2.97962363685344,0.00288602736660915,0.475900260788086
"ENSMUSG00000063406.11_Tmed5",723.343132712352,0.308843962886412,0.104234687810729,2.96296721727814,0.00304689017267636,0.475900260788086
"ENSMUSG00000005125.12_Ndrg1",97.6675540171373,-0.728571868639242,0.247303524107082,-2.94606343063584,0.00321846392269937,0.477265112724028
"ENSMUSG00000020651.8_Slc26a4",2.07034097976122,-1.34125273578513,0.457197923855614,-2.93363697821319,0.00335015790918968,0.492194032825117
"ENSMUSG00000001964.14_Emd",118.537607357225,-0.197511993009883,0.0677741965508956,-2.91426535557024,0.00356526714988489,0.494433578809068
"ENSMUSG00000005220.10_Corin",13.4054301686619,0.712424288596782,0.24386083307463,2.92143793496661,0.00348419688395405,0.494433578809068
"ENSMUSG00000015342.6_Xk",52.0460440042449,0.320098268321245,0.110000722177172,2.90996515282582,0.00361469056165953,0.494433578809068
"ENSMUSG00000016356.17_Col20a1",17.6894402006735,0.734396693229651,0.25154452503443,2.91954950372755,0.0035053771460525,0.494433578809068
"ENSMUSG00000022708.16_Zbtb20",1306.67426824058,0.307077103420649,0.105281742767126,2.91671751767899,0.00353735978088837,0.494433578809068
"ENSMUSG00000030137.8_Tuba8",50.3920978312868,1.07647335381778,0.369789050967205,2.9110471253873,0.00360219682915545,0.494433578809068
"ENSMUSG00000050157.6_Gm867",6.95591768410459,1.25936432780791,0.431984299223461,2.91530115810172,0.00355345462897167,0.494433578809068
"ENSMUSG00000061787.15_Rps17",430.831873754288,-0.232183349385629,0.0796314450772806,-2.91572442469555,0.00354863785929931,0.494433578809068
"ENSMUSG00000046034.7_Otulin",241.069829221387,-0.191708553266419,0.0659491701898093,-2.9069138052027,0.00365013761242016,0.495014816207441
"ENSMUSG00000027957.13_Slc35a3",553.975236686169,0.187516210262002,0.0649585105000127,2.88670735856797,0.0038929612937747,0.523471329223078
"ENSMUSG00000035472.14_Slc25a21",59.5120388435563,0.347896702679011,0.12071198894231,2.88203935439483,0.00395110382033172,0.5268249102286
"ENSMUSG00000027562.12_Car2",33.2883537409963,0.511000042840769,0.177522372265984,2.87851067061638,0.00399557763457055,0.527814005618157
"ENSMUSG00000028995.14_Fam126a",79.3569934695044,0.314014889342109,0.109374232205979,2.87101342801421,0.00409158143890045,0.527814005618157
